loan_id,customer_id,cluster
L0038735,C031208,C3
L0038736,C031208,C3
L0038737,C031209,C3
L0038738,C031209,C3
L0038739,C031210,C2
L0038740,C031211,C2
L0038741,C031212,C1
L0038742,C031212,C1
L0038743,C031213,C2
L0038744,C031214,C2
L0038745,C031215,C2
L0038746,C031216,C4
L0038747,C031217,C4
L0038748,C031218,C2
L0038749,C031219,C2
L0038750,C031220,C1
L0038751,C031220,C1
L0038752,C031221,C2
L0038753,C031222,C2
L0038754,C031223,C3
L0038755,C031223,C3
L0038756,C031224,C3
L0038757,C031224,C3
L0038758,C031224,C3
L0038759,C031225,C3
L0038760,C031225,C3
L0038761,C031226,C1
L0038762,C031227,C1
L0038763,C031228,C2
L0038764,C031229,C2
L0038765,C031230,C1
L0038766,C031231,C2
L0038767,C031232,C3
L0038768,C031232,C3
L0038769,C031233,C2
L0038770,C031234,C2
L0038771,C031235,C1
L0038772,C031236,C2
L0038773,C031237,C3
L0038774,C031237,C3
L0038775,C031237,C3
L0038776,C031238,C2
L0038777,C031239,C4
L0038778,C031239,C4
L0038779,C031240,C1
L0038780,C031241,C2
L0038781,C031241,C2
L0038782,C031242,C2
L0038783,C031243,C2
L0038784,C031244,C2
L0038785,C031245,C1
L0038786,C031246,C2
L0038787,C031247,C3
L0038788,C031247,C3
L0038789,C031248,C1
L0038790,C031249,C1
L0038791,C031250,C1
L0038792,C031251,C2
L0038793,C031252,C2
L0038794,C031253,C4
L0038795,C031254,C2
L0038796,C031255,C1
L0038797,C031256,C3
L0038798,C031256,C3
L0038799,C031257,C2
L0038800,C031258,C2
L0038801,C031259,C2
L0038802,C031260,C2
L0038803,C031261,C4
L0038804,C031261,C4
L0038805,C031261,C4
L0038806,C031262,C1
L0038807,C031263,C2
L0038808,C031264,C2
L0038809,C031265,C2
L0038810,C031266,C1
L0038811,C031267,C2
L0038812,C031268,C2
L0038813,C031269,C1
L0038814,C031269,C1
L0038815,C031270,C1
L0038816,C031271,C2
L0038817,C031272,C2
L0038818,C031273,C3
L0038819,C031273,C3
L0038820,C031274,C1
L0038821,C031274,C1
L0038822,C031275,C2
L0038823,C031276,C2
L0038824,C031277,C4
L0038825,C031278,C2
L0038826,C031279,C2
L0038827,C031280,C2
L0038828,C031281,C2
L0038829,C031282,C4
L0038830,C031283,C2
L0038831,C031284,C2
L0038832,C031285,C2
L0038833,C031286,C2
L0038834,C031287,C2
L0038835,C031288,C2
L0038836,C031289,C1
L0038837,C031290,C3
L0038838,C031290,C3
L0038839,C031290,C3
L0038840,C031291,C2
L0038841,C031292,C4
L0038842,C031293,C2
L0038843,C031294,C2
L0038844,C031295,C1
L0038845,C031296,C3
L0038846,C031296,C3
L0038847,C031297,C2
L0038848,C031298,C2
L0038849,C031299,C2
L0038850,C031300,C2
L0038851,C031301,C2
L0038852,C031302,C2
L0038853,C031303,C3
L0038854,C031303,C3
L0038855,C031304,C2
L0038856,C031305,C2
L0038857,C031306,C3
L0038858,C031306,C3
L0038859,C031307,C1
L0038860,C031308,C2
L0038861,C031309,C1
L0038862,C031310,C2
L0038863,C031311,C1
L0038864,C031312,C2
L0038865,C031313,C2
L0038866,C031313,C2
L0038867,C031314,C2
L0038868,C031315,C4
L0038869,C031316,C1
L0038870,C031317,C1
L0038871,C031318,C3
L0038872,C031318,C3
L0038873,C031319,C2
L0038874,C031320,C2
L0038875,C031321,C2
L0038876,C031322,C1
L0038877,C031323,C1
L0038878,C031324,C4
L0038879,C031325,C2
L0038880,C031326,C1
L0038881,C031327,C2
L0038882,C031328,C1
L0038883,C031329,C3
L0038884,C031329,C3
L0038885,C031330,C2
L0038886,C031331,C2
L0038887,C031332,C1
L0038888,C031333,C2
L0038889,C031334,C1
L0038890,C031335,C2
L0038891,C031336,C1
L0038892,C031337,C1
L0038893,C031338,C4
L0038894,C031339,C2
L0038895,C031340,C2
L0038896,C031341,C3
L0038897,C031341,C3
L0038898,C031341,C3
L0038899,C031342,C2
L0038900,C031343,C3
L0038901,C031343,C3
L0038902,C031344,C2
L0038903,C031345,C2
L0038904,C031346,C1
L0038905,C031347,C1
L0038906,C031348,C2
L0038907,C031349,C2
L0038908,C031350,C4
L0038909,C031351,C1
L0038910,C031352,C1
L0038911,C031353,C3
L0038912,C031353,C3
L0038913,C031354,C2
L0038914,C031355,C1
L0038915,C031356,C2
L0038916,C031357,C1
L0038917,C031358,C3
L0038918,C031358,C3
L0038919,C031359,C3
L0038920,C031359,C3
L0038921,C031359,C3
L0038922,C031360,C4
L0038923,C031361,C2
L0038924,C031362,C2
L0038925,C031362,C2
L0038926,C031363,C2
L0038927,C031364,C2
L0038928,C031365,C3
L0038929,C031365,C3
L0038930,C031365,C3
L0038931,C031366,C2
L0038932,C031367,C2
L0038933,C031368,C1
L0038934,C031369,C1
L0038935,C031370,C4
L0038936,C031371,C1
L0038937,C031372,C2
L0038938,C031373,C2
L0038939,C031374,C2
L0038940,C031374,C2
L0038941,C031375,C1
L0038942,C031376,C3
L0038943,C031376,C3
L0038944,C031377,C2
L0038945,C031378,C2
L0038946,C031379,C1
L0038947,C031380,C1
L0038948,C031381,C2
L0038949,C031382,C2
L0038950,C031383,C2
L0038951,C031384,C1
L0038952,C031385,C2
L0038953,C031386,C1
L0038954,C031386,C1
L0038955,C031387,C2
L0038956,C031388,C3
L0038957,C031388,C3
L0038958,C031389,C2
L0038959,C031390,C2
L0038960,C031391,C2
L0038961,C031392,C4
L0038962,C031393,C2
L0038963,C031394,C2
L0038964,C031395,C2
L0038965,C031396,C2
L0038966,C031397,C2
L0038967,C031398,C1
L0038968,C031399,C3
L0038969,C031399,C3
L0038970,C031399,C3
L0038971,C031400,C1
L0038972,C031401,C2
L0038973,C031402,C3
L0038974,C031402,C3
L0038975,C031403,C1
L0038976,C031404,C2
L0038977,C031405,C2
L0038978,C031406,C2
L0038979,C031407,C2
L0038980,C031408,C3
L0038981,C031408,C3
L0038982,C031409,C1
L0038983,C031410,C4
L0038984,C031411,C1
L0038985,C031412,C2
L0038986,C031413,C3
L0038987,C031413,C3
L0038988,C031413,C3
L0038989,C031414,C2
L0038990,C031414,C2
L0038991,C031415,C2
L0038992,C031416,C2
L0038993,C031417,C3
L0038994,C031417,C3
L0038995,C031418,C2
L0038996,C031419,C2
L0038997,C031420,C2
L0038998,C031421,C1
L0038999,C031422,C1
L0039000,C031423,C3
L0039001,C031423,C3
L0039002,C031424,C1
L0039003,C031425,C1
L0039004,C031426,C2
L0039005,C031427,C2
L0039006,C031428,C2
L0039007,C031428,C2
L0039008,C031429,C1
L0039009,C031430,C4
L0039010,C031430,C4
L0039011,C031431,C2
L0039012,C031432,C2
L0039013,C031433,C3
L0039014,C031433,C3
L0039015,C031433,C3
L0039016,C031434,C1
L0039017,C031435,C2
L0039018,C031436,C2
L0039019,C031437,C3
L0039020,C031437,C3
L0039021,C031437,C3
L0039022,C031438,C2
L0039023,C031439,C2
L0039024,C031440,C2
L0039025,C031441,C2
L0039026,C031442,C3
L0039027,C031442,C3
L0039028,C031443,C2
L0039029,C031444,C4
L0039030,C031445,C1
L0039031,C031446,C2
L0039032,C031447,C4
L0039033,C031448,C2
L0039034,C031449,C1
L0039035,C031450,C2
L0039036,C031451,C2
L0039037,C031452,C2
L0039038,C031453,C1
L0039039,C031454,C2
L0039040,C031455,C4
L0039041,C031456,C3
L0039042,C031456,C3
L0039043,C031456,C3
L0039044,C031457,C2
L0039045,C031458,C4
L0039046,C031459,C2
L0039047,C031460,C1
L0039048,C031461,C3
L0039049,C031461,C3
L0039050,C031462,C2
L0039051,C031463,C2
L0039052,C031463,C2
L0039053,C031464,C2
L0039054,C031465,C2
L0039055,C031466,C2
L0039056,C031467,C2
L0039057,C031468,C2
L0039058,C031469,C3
L0039059,C031469,C3
L0039060,C031470,C2
L0039061,C031471,C2
L0039062,C031472,C2
L0039063,C031472,C2
L0039064,C031473,C1
L0039065,C031474,C2
L0039066,C031475,C2
L0039067,C031476,C2
L0039068,C031476,C2
L0039069,C031477,C2
L0039070,C031478,C2
L0039071,C031479,C2
L0039072,C031480,C2
L0039073,C031481,C3
L0039074,C031481,C3
L0039075,C031482,C3
L0039076,C031482,C3
L0039077,C031483,C2
L0039078,C031484,C1
L0039079,C031485,C2
L0039080,C031486,C3
L0039081,C031486,C3
L0039082,C031487,C1
L0039083,C031488,C2
L0039084,C031488,C2
L0039085,C031489,C2
L0039086,C031490,C1
L0039087,C031491,C2
L0039088,C031492,C2
L0039089,C031493,C3
L0039090,C031493,C3
L0039091,C031494,C3
L0039092,C031494,C3
L0039093,C031495,C1
L0039094,C031496,C2
L0039095,C031497,C2
L0039096,C031498,C1
L0039097,C031499,C2
L0039098,C031500,C2
L0039099,C031501,C2
L0039100,C031501,C2
L0039101,C031502,C2
L0039102,C031503,C2
L0039103,C031504,C2
L0039104,C031505,C2
L0039105,C031505,C2
L0039106,C031506,C2
L0039107,C031507,C1
L0039108,C031508,C2
L0039109,C031509,C2
L0039110,C031510,C4
L0039111,C031511,C4
L0039112,C031512,C2
L0039113,C031513,C2
L0039114,C031514,C2
L0039115,C031515,C2
L0039116,C031516,C1
L0039117,C031517,C1
L0039118,C031518,C2
L0039119,C031519,C2
L0039120,C031520,C2
L0039121,C031521,C1
L0039122,C031521,C1
L0039123,C031522,C1
L0039124,C031523,C2
L0039125,C031524,C1
L0039126,C031525,C1
L0039127,C031526,C1
L0039128,C031527,C2
L0039129,C031528,C1
L0039130,C031529,C1
L0039131,C031530,C1
L0039132,C031531,C2
L0039133,C031532,C4
L0039134,C031533,C1
L0039135,C031534,C4
L0039136,C031534,C4
L0039137,C031535,C2
L0039138,C031536,C1
L0039139,C031537,C2
L0039140,C031537,C2
L0039141,C031538,C2
L0039142,C031539,C2
L0039143,C031540,C1
L0039144,C031541,C1
L0039145,C031542,C1
L0039146,C031543,C2
L0039147,C031544,C4
L0039148,C031545,C2
L0039149,C031546,C2
L0039150,C031547,C2
L0039151,C031548,C2
L0039152,C031549,C3
L0039153,C031549,C3
L0039154,C031550,C2
L0039155,C031551,C2
L0039156,C031552,C1
L0039157,C031553,C2
L0039158,C031554,C2
L0039159,C031555,C2
L0039160,C031556,C2
L0039161,C031557,C1
L0039162,C031558,C2
L0039163,C031559,C2
L0039164,C031560,C1
L0039165,C031560,C1
L0039166,C031561,C2
L0039167,C031562,C2
L0039168,C031563,C1
L0039169,C031564,C2
L0039170,C031565,C2
L0039171,C031565,C2
L0039172,C031566,C2
L0039173,C031566,C2
L0039174,C031567,C2
L0039175,C031568,C2
L0039176,C031569,C2
L0039177,C031570,C2
L0039178,C031570,C2
L0039179,C031571,C2
L0039180,C031572,C2
L0039181,C031573,C2
L0039182,C031573,C2
L0039183,C031574,C2
L0039184,C031575,C4
L0039185,C031576,C2
L0039186,C031577,C3
L0039187,C031577,C3
L0039188,C031578,C2
L0039189,C031579,C4
L0039190,C031580,C3
L0039191,C031580,C3
L0039192,C031580,C3
L0039193,C031581,C2
L0039194,C031582,C3
L0039195,C031582,C3
L0039196,C031583,C2
L0039197,C031584,C2
L0039198,C031584,C2
L0039199,C031585,C2
L0039200,C031586,C2
L0039201,C031587,C2
L0039202,C031588,C2
L0039203,C031589,C2
L0039204,C031589,C2
L0039205,C031590,C4
L0039206,C031591,C1
L0039207,C031592,C2
L0039208,C031593,C3
L0039209,C031593,C3
L0039210,C031594,C1
L0039211,C031595,C2
L0039212,C031596,C2
L0039213,C031597,C3
L0039214,C031597,C3
L0039215,C031598,C2
L0039216,C031599,C2
L0039217,C031600,C2
L0039218,C031601,C3
L0039219,C031601,C3
L0039220,C031602,C1
L0039221,C031603,C2
L0039222,C031604,C2
L0039223,C031605,C3
L0039224,C031605,C3
L0039225,C031605,C3
L0039226,C031606,C2
L0039227,C031607,C2
L0039228,C031608,C2
L0039229,C031609,C2
L0039230,C031610,C1
L0039231,C031611,C2
L0039232,C031612,C1
L0039233,C031613,C2
L0039234,C031614,C2
L0039235,C031615,C2
L0039236,C031616,C2
L0039237,C031617,C2
L0039238,C031618,C2
L0039239,C031619,C2
L0039240,C031620,C3
L0039241,C031620,C3
L0039242,C031620,C3
L0039243,C031621,C3
L0039244,C031621,C3
L0039245,C031621,C3
L0039246,C031622,C1
L0039247,C031623,C2
L0039248,C031624,C2
L0039249,C031625,C1
L0039250,C031626,C2
L0039251,C031627,C1
L0039252,C031628,C4
L0039253,C031629,C2
L0039254,C031630,C3
L0039255,C031630,C3
L0039256,C031630,C3
L0039257,C031631,C2
L0039258,C031632,C1
L0039259,C031633,C3
L0039260,C031633,C3
L0039261,C031633,C3
L0039262,C031634,C2
L0039263,C031635,C2
L0039264,C031636,C1
L0039265,C031637,C2
L0039266,C031638,C2
L0039267,C031639,C2
L0039268,C031640,C2
L0039269,C031641,C1
L0039270,C031642,C3
L0039271,C031642,C3
L0039272,C031643,C2
L0039273,C031644,C1
L0039274,C031645,C3
L0039275,C031645,C3
L0039276,C031646,C2
L0039277,C031646,C2
L0039278,C031647,C3
L0039279,C031647,C3
L0039280,C031647,C3
L0039281,C031648,C1
L0039282,C031649,C1
L0039283,C031650,C2
L0039284,C031651,C2
L0039285,C031652,C1
L0039286,C031653,C1
L0039287,C031654,C2
L0039288,C031655,C3
L0039289,C031655,C3
L0039290,C031656,C2
L0039291,C031657,C2
L0039292,C031658,C2
L0039293,C031659,C2
L0039294,C031660,C2
L0039295,C031661,C2
L0039296,C031662,C2
L0039297,C031663,C4
L0039298,C031664,C2
L0039299,C031664,C2
L0039300,C031665,C2
L0039301,C031666,C1
L0039302,C031666,C1
L0039303,C031667,C3
L0039304,C031667,C3
L0039305,C031667,C3
L0039306,C031668,C2
L0039307,C031669,C2
L0039308,C031670,C2
L0039309,C031671,C3
L0039310,C031671,C3
L0039311,C031672,C3
L0039312,C031672,C3
L0039313,C031673,C2
L0039314,C031674,C3
L0039315,C031674,C3
L0039316,C031675,C4
L0039317,C031676,C1
L0039318,C031676,C1
L0039319,C031677,C4
L0039320,C031677,C4
L0039321,C031678,C2
L0039322,C031679,C3
L0039323,C031679,C3
L0039324,C031680,C2
L0039325,C031681,C2
L0039326,C031682,C3
L0039327,C031682,C3
L0039328,C031682,C3
L0039329,C031683,C4
L0039330,C031684,C2
L0039331,C031685,C2
L0039332,C031685,C2
L0039333,C031686,C1
L0039334,C031687,C2
L0039335,C031688,C2
L0039336,C031689,C1
L0039337,C031690,C2
L0039338,C031691,C3
L0039339,C031691,C3
L0039340,C031692,C2
L0039341,C031693,C2
L0039342,C031694,C3
L0039343,C031694,C3
L0039344,C031695,C1
L0039345,C031696,C2
L0039346,C031697,C2
L0039347,C031698,C2
L0039348,C031699,C1
L0039349,C031700,C2
L0039350,C031701,C1
L0039351,C031702,C2
L0039352,C031703,C2
L0039353,C031704,C2
L0039354,C031705,C2
L0039355,C031706,C2
L0039356,C031707,C4
L0039357,C031708,C4
L0039358,C031709,C3
L0039359,C031709,C3
L0039360,C031710,C2
L0039361,C031711,C2
L0039362,C031712,C2
L0039363,C031713,C2
L0039364,C031714,C2
L0039365,C031715,C2
L0039366,C031716,C2
L0039367,C031717,C2
L0039368,C031718,C1
L0039369,C031719,C1
L0039370,C031720,C1
L0039371,C031721,C2
L0039372,C031722,C2
L0039373,C031723,C2
L0039374,C031723,C2
L0039375,C031724,C4
L0039376,C031725,C3
L0039377,C031725,C3
L0039378,C031726,C3
L0039379,C031726,C3
L0039380,C031727,C2
L0039381,C031728,C4
L0039382,C031729,C2
L0039383,C031729,C2
L0039384,C031730,C1
L0039385,C031730,C1
L0039386,C031731,C1
L0039387,C031732,C1
L0039388,C031733,C2
L0039389,C031734,C2
L0039390,C031735,C1
L0039391,C031736,C4
L0039392,C031736,C4
L0039393,C031737,C4
L0039394,C031738,C2
L0039395,C031739,C1
L0039396,C031739,C1
L0039397,C031740,C1
L0039398,C031741,C2
L0039399,C031742,C2
L0039400,C031743,C2
L0039401,C031744,C3
L0039402,C031744,C3
L0039403,C031745,C1
L0039404,C031746,C1
L0039405,C031746,C1
L0039406,C031747,C1
L0039407,C031748,C2
L0039408,C031749,C2
L0039409,C031749,C2
L0039410,C031750,C2
L0039411,C031751,C2
L0039412,C031752,C2
L0039413,C031753,C1
L0039414,C031754,C2
L0039415,C031755,C2
L0039416,C031756,C2
L0039417,C031757,C4
L0039418,C031758,C4
L0039419,C031759,C2
L0039420,C031760,C2
L0039421,C031761,C2
L0039422,C031762,C4
L0039423,C031762,C4
L0039424,C031763,C3
L0039425,C031763,C3
L0039426,C031764,C2
L0039427,C031764,C2
L0039428,C031765,C4
L0039429,C031765,C4
L0039430,C031766,C2
L0039431,C031767,C2
L0039432,C031768,C2
L0039433,C031769,C2
L0039434,C031770,C2
L0039435,C031771,C2
L0039436,C031772,C2
L0039437,C031773,C2
L0039438,C031774,C1
L0039439,C031775,C2
L0039440,C031776,C2
L0039441,C031777,C3
L0039442,C031777,C3
L0039443,C031778,C1
L0039444,C031779,C2
L0039445,C031780,C2
L0039446,C031781,C1
L0039447,C031782,C3
L0039448,C031782,C3
L0039449,C031783,C2
L0039450,C031784,C2
L0039451,C031785,C2
L0039452,C031786,C1
L0039453,C031787,C4
L0039454,C031788,C2
L0039455,C031789,C4
L0039456,C031789,C4
L0039457,C031790,C4
L0039458,C031791,C3
L0039459,C031791,C3
L0039460,C031791,C3
L0039461,C031792,C1
L0039462,C031793,C1
L0039463,C031794,C2
L0039464,C031795,C2
L0039465,C031796,C2
L0039466,C031797,C2
L0039467,C031798,C2
L0039468,C031799,C2
L0039469,C031800,C1
L0039470,C031801,C2
L0039471,C031802,C2
L0039472,C031803,C4
L0039473,C031804,C1
L0039474,C031805,C1
L0039475,C031806,C1
L0039476,C031807,C2
L0039477,C031808,C3
L0039478,C031808,C3
L0039479,C031808,C3
L0039480,C031809,C2
L0039481,C031810,C2
L0039482,C031811,C2
L0039483,C031812,C2
L0039484,C031813,C2
L0039485,C031814,C1
L0039486,C031815,C2
L0039487,C031816,C1
L0039488,C031817,C2
L0039489,C031818,C2
L0039490,C031819,C2
L0039491,C031820,C2
L0039492,C031821,C2
L0039493,C031822,C2
L0039494,C031823,C1
L0039495,C031824,C2
L0039496,C031825,C3
L0039497,C031825,C3
L0039498,C031826,C2
L0039499,C031827,C3
L0039500,C031827,C3
L0039501,C031828,C4
L0039502,C031829,C2
L0039503,C031829,C2
L0039504,C031830,C1
L0039505,C031831,C3
L0039506,C031831,C3
L0039507,C031832,C1
L0039508,C031833,C4
L0039509,C031833,C4
L0039510,C031834,C1
L0039511,C031835,C3
L0039512,C031835,C3
L0039513,C031836,C4
L0039514,C031837,C2
L0039515,C031837,C2
L0039516,C031838,C2
L0039517,C031839,C2
L0039518,C031840,C2
L0039519,C031841,C2
L0039520,C031842,C2
L0039521,C031843,C4
L0039522,C031844,C3
L0039523,C031844,C3
L0039524,C031845,C4
L0039525,C031846,C2
L0039526,C031847,C4
L0039527,C031848,C4
L0039528,C031849,C2
L0039529,C031850,C3
L0039530,C031850,C3
L0039531,C031851,C1
L0039532,C031852,C2
L0039533,C031853,C3
L0039534,C031853,C3
L0039535,C031854,C2
L0039536,C031855,C1
L0039537,C031855,C1
L0039538,C031856,C1
L0039539,C031857,C2
L0039540,C031858,C1
L0039541,C031859,C2
L0039542,C031860,C2
L0039543,C031861,C1
L0039544,C031861,C1
L0039545,C031861,C1
L0039546,C031862,C4
L0039547,C031863,C2
L0039548,C031864,C2
L0039549,C031865,C1
L0039550,C031866,C4
L0039551,C031867,C2
L0039552,C031868,C1
L0039553,C031869,C1
L0039554,C031870,C2
L0039555,C031871,C4
L0039556,C031872,C1
L0039557,C031873,C1
L0039558,C031874,C2
L0039559,C031875,C2
L0039560,C031876,C2
L0039561,C031877,C1
L0039562,C031878,C2
L0039563,C031879,C1
L0039564,C031880,C2
L0039565,C031881,C1
L0039566,C031882,C2
L0039567,C031883,C4
L0039568,C031884,C2
L0039569,C031885,C2
L0039570,C031886,C1
L0039571,C031887,C1
L0039572,C031887,C1
L0039573,C031888,C3
L0039574,C031888,C3
L0039575,C031889,C2
L0039576,C031890,C2
L0039577,C031891,C3
L0039578,C031891,C3
L0039579,C031892,C2
L0039580,C031893,C2
L0039581,C031894,C1
L0039582,C031895,C3
L0039583,C031895,C3
L0039584,C031896,C1
L0039585,C031897,C4
L0039586,C031898,C3
L0039587,C031898,C3
L0039588,C031899,C1
L0039589,C031900,C3
L0039590,C031900,C3
L0039591,C031901,C1
L0039592,C031902,C1
L0039593,C031903,C1
L0039594,C031904,C2
L0039595,C031905,C2
L0039596,C031906,C1
L0039597,C031907,C2
L0039598,C031908,C4
L0039599,C031909,C2
L0039600,C031910,C2
L0039601,C031910,C2
L0039602,C031911,C2
L0039603,C031912,C1
L0039604,C031913,C1
L0039605,C031914,C1
L0039606,C031915,C2
L0039607,C031916,C2
L0039608,C031917,C1
L0039609,C031918,C1
L0039610,C031918,C1
L0039611,C031919,C2
L0039612,C031920,C2
L0039613,C031921,C2
L0039614,C031921,C2
L0039615,C031922,C2
L0039616,C031923,C2
L0039617,C031924,C2
L0039618,C031925,C2
L0039619,C031926,C3
L0039620,C031926,C3
L0039621,C031927,C2
L0039622,C031928,C4
L0039623,C031929,C1
L0039624,C031930,C2
L0039625,C031931,C2
L0039626,C031932,C3
L0039627,C031932,C3
L0039628,C031933,C2
L0039629,C031934,C4
L0039630,C031935,C2
L0039631,C031936,C1
L0039632,C031936,C1
L0039633,C031937,C3
L0039634,C031937,C3
L0039635,C031938,C2
L0039636,C031939,C1
L0039637,C031940,C2
L0039638,C031941,C2
L0039639,C031942,C2
L0039640,C031943,C3
L0039641,C031943,C3
L0039642,C031944,C2
L0039643,C031945,C2
L0039644,C031946,C3
L0039645,C031946,C3
L0039646,C031946,C3
L0039647,C031947,C2
L0039648,C031948,C2
L0039649,C031949,C2
L0039650,C031950,C4
L0039651,C031951,C3
L0039652,C031951,C3
L0039653,C031951,C3
L0039654,C031952,C2
L0039655,C031953,C2
L0039656,C031953,C2
L0039657,C031954,C1
L0039658,C031955,C2
L0039659,C031956,C1
L0039660,C031957,C3
L0039661,C031957,C3
L0039662,C031958,C1
L0039663,C031959,C1
L0039664,C031960,C3
L0039665,C031960,C3
L0039666,C031961,C4
L0039667,C031961,C4
L0039668,C031962,C2
L0039669,C031963,C2
L0039670,C031963,C2
L0039671,C031964,C2
L0039672,C031965,C1
L0039673,C031966,C1
L0039674,C031967,C1
L0039675,C031968,C3
L0039676,C031968,C3
L0039677,C031968,C3
L0039678,C031969,C2
L0039679,C031970,C2
L0039680,C031971,C2
L0039681,C031972,C1
L0039682,C031973,C2
L0039683,C031974,C4
L0039684,C031975,C2
L0039685,C031976,C3
L0039686,C031976,C3
L0039687,C031977,C2
L0039688,C031978,C1
L0039689,C031979,C3
L0039690,C031979,C3
L0039691,C031980,C2
L0039692,C031981,C2
L0039693,C031982,C2
L0039694,C031983,C2
L0039695,C031984,C2
L0039696,C031985,C2
L0039697,C031986,C2
L0039698,C031987,C1
L0039699,C031988,C2
L0039700,C031989,C3
L0039701,C031989,C3
L0039702,C031990,C2
L0039703,C031991,C3
L0039704,C031991,C3
L0039705,C031992,C3
L0039706,C031992,C3
L0039707,C031993,C3
L0039708,C031993,C3
L0039709,C031994,C2
L0039710,C031995,C2
L0039711,C031996,C2
L0039712,C031997,C2
L0039713,C031997,C2
L0039714,C031998,C2
L0039715,C031999,C2
L0039716,C032000,C2
L0039717,C032001,C1
L0039718,C032002,C2
L0039719,C032003,C1
L0039720,C032004,C2
L0039721,C032005,C1
L0039722,C032006,C2
L0039723,C032007,C1
L0039724,C032008,C2
L0039725,C032009,C3
L0039726,C032009,C3
L0039727,C032010,C4
L0039728,C032011,C2
L0039729,C032012,C1
L0039730,C032013,C2
L0039731,C032014,C4
L0039732,C032015,C2
L0039733,C032016,C4
L0039734,C032016,C4
L0039735,C032017,C2
L0039736,C032018,C2
L0039737,C032019,C2
L0039738,C032020,C2
L0039739,C032021,C2
L0039740,C032022,C2
L0039741,C032023,C2
L0039742,C032024,C2
L0039743,C032025,C3
L0039744,C032025,C3
L0039745,C032026,C1
L0039746,C032027,C4
L0039747,C032028,C3
L0039748,C032028,C3
L0039749,C032028,C3
L0039750,C032029,C2
L0039751,C032030,C3
L0039752,C032030,C3
L0039753,C032031,C4
L0039754,C032032,C4
L0039755,C032033,C1
L0039756,C032034,C2
L0039757,C032035,C3
L0039758,C032035,C3
L0039759,C032035,C3
L0039760,C032036,C2
L0039761,C032037,C2
L0039762,C032038,C1
L0039763,C032039,C2
L0039764,C032040,C2
L0039765,C032041,C2
L0039766,C032042,C2
L0039767,C032043,C1
L0039768,C032044,C1
L0039769,C032045,C2
L0039770,C032046,C3
L0039771,C032046,C3
L0039772,C032047,C1
L0039773,C032047,C1
L0039774,C032048,C2
L0039775,C032049,C2
L0039776,C032050,C2
L0039777,C032051,C3
L0039778,C032051,C3
L0039779,C032052,C2
L0039780,C032053,C1
L0039781,C032054,C2
L0039782,C032055,C1
L0039783,C032056,C1
L0039784,C032057,C2
L0039785,C032058,C1
L0039786,C032059,C2
L0039787,C032060,C2
L0039788,C032061,C2
L0039789,C032062,C1
L0039790,C032062,C1
L0039791,C032063,C1
L0039792,C032063,C1
L0039793,C032064,C2
L0039794,C032065,C3
L0039795,C032065,C3
L0039796,C032066,C1
L0039797,C032067,C2
L0039798,C032068,C1
L0039799,C032069,C2
L0039800,C032070,C2
L0039801,C032071,C3
L0039802,C032071,C3
L0039803,C032072,C2
L0039804,C032073,C1
L0039805,C032074,C3
L0039806,C032074,C3
L0039807,C032074,C3
L0039808,C032075,C3
L0039809,C032075,C3
L0039810,C032075,C3
L0039811,C032076,C1
L0039812,C032076,C1
L0039813,C032077,C2
L0039814,C032078,C4
L0039815,C032079,C2
L0039816,C032080,C2
L0039817,C032081,C2
L0039818,C032082,C1
L0039819,C032083,C2
L0039820,C032084,C1
L0039821,C032085,C1
L0039822,C032086,C2
L0039823,C032087,C1
L0039824,C032088,C2
L0039825,C032089,C2
L0039826,C032090,C2
L0039827,C032091,C2
L0039828,C032092,C3
L0039829,C032092,C3
L0039830,C032092,C3
L0039831,C032093,C2
L0039832,C032094,C2
L0039833,C032095,C1
L0039834,C032096,C1
L0039835,C032097,C2
L0039836,C032098,C2
L0039837,C032099,C1
L0039838,C032100,C3
L0039839,C032100,C3
L0039840,C032101,C2
L0039841,C032102,C3
L0039842,C032102,C3
L0039843,C032102,C3
L0039844,C032103,C1
L0039845,C032104,C2
L0039846,C032105,C2
L0039847,C032106,C1
L0039848,C032107,C3
L0039849,C032107,C3
L0039850,C032108,C2
L0039851,C032109,C2
L0039852,C032110,C2
L0039853,C032111,C2
L0039854,C032112,C2
L0039855,C032113,C3
L0039856,C032113,C3
L0039857,C032114,C2
L0039858,C032115,C4
L0039859,C032116,C1
L0039860,C032117,C1
L0039861,C032118,C2
L0039862,C032119,C2
L0039863,C032120,C2
L0039864,C032121,C2
L0039865,C032122,C2
L0039866,C032123,C1
L0039867,C032124,C3
L0039868,C032124,C3
L0039869,C032125,C1
L0039870,C032126,C2
L0039871,C032127,C2
L0039872,C032128,C2
L0039873,C032129,C2
L0039874,C032130,C1
L0039875,C032131,C3
L0039876,C032131,C3
L0039877,C032131,C3
L0039878,C032132,C4
L0039879,C032133,C3
L0039880,C032133,C3
L0039881,C032134,C2
L0039882,C032135,C2
L0039883,C032136,C3
L0039884,C032136,C3
L0039885,C032136,C3
L0039886,C032137,C2
L0039887,C032138,C3
L0039888,C032138,C3
L0039889,C032138,C3
L0039890,C032139,C2
L0039891,C032140,C3
L0039892,C032140,C3
L0039893,C032140,C3
L0039894,C032141,C1
L0039895,C032142,C2
L0039896,C032142,C2
L0039897,C032143,C1
L0039898,C032144,C2
L0039899,C032145,C4
