loan_id,customer_id,loan_sequence,product_type,ticket_size,tenure_mo,interest_rate_apr,origination_risk_grade,origination_date,origination_cohort,approval_tat_hrs,months_on_book,loan_status,default_flag,value_proxy
L0042490,C034242,1,BNPL,11903,2,26.21,B,2024-11-02,2024-11,30.79,2,Closed,0,-895
L0042491,C034243,1,SME,200000,13,22.3,D,2024-07-15,2024-07,12.2,13,Closed,0,13722
L0042492,C034244,1,Personal,153243,18,23.61,C,2025-04-25,2025-04,5.86,15,Active,0,14269
L0042493,C034244,2,BNPL,50000,3,30.11,C,2025-11-20,2025-11,4.84,3,Closed,0,1370
L0042494,C034244,3,SME,1205090,22,19.84,C,2025-12-18,2025-12,3.24,7,Active,0,69879
L0042495,C034245,1,BNPL,13651,3,27.73,B,2026-06-09,2026-06,54.62,1,Active,0,-829
L0042496,C034246,1,Personal,252478,23,20.02,B,2025-01-23,2025-01,25.23,2,Closed,0,6012
L0042497,C034246,2,Personal,66793,17,18.83,B,2025-08-21,2025-08,32.35,11,Active,0,3346
L0042498,C034247,1,Personal,213111,13,24.46,C,2025-07-22,2025-07,9.44,12,Active,0,17131
L0042499,C034248,1,Personal,288498,27,24.01,C,2025-07-30,2025-07,35.8,12,Active,0,33577
L0042500,C034249,1,BNPL,18588,4,23.58,A,2025-04-05,2025-04,28.61,4,Closed,0,-303
L0042501,C034250,1,Personal,77041,16,31.44,E,2025-01-10,2025-01,3.94,16,Closed,0,9340
L0042502,C034251,1,BNPL,5182,2,23.46,A,2026-02-17,2026-02,3.45,2,Closed,0,-1089
L0042503,C034252,1,BNPL,20802,2,29.55,C,2024-08-27,2024-08,1.98,2,Closed,0,-1008
L0042504,C034253,1,Personal,120263,14,15.58,A,2024-07-31,2024-07,4.48,12,Closed,0,3576
L0042505,C034253,2,BNPL,4643,3,23.97,A,2025-06-24,2025-06,2.38,3,Closed,0,-166
L0042506,C034253,3,BNPL,10462,2,23.93,A,2026-04-28,2026-04,2.3,2,Closed,0,-51
L0042507,C034254,1,BNPL,6910,4,27.28,B,2026-01-12,2026-01,1.73,4,Closed,0,-1628
L0042508,C034255,1,BNPL,14842,2,32.67,D,2025-01-07,2025-01,1.94,2,Closed,0,-470
L0042509,C034256,1,Personal,357939,23,24.51,C,2024-07-26,2024-07,1.98,23,Closed,0,53133
L0042510,C034257,1,Personal,74535,30,24.43,C,2026-01-08,2026-01,9.65,6,Active,0,5052
L0042511,C034258,1,BNPL,5756,3,23.78,A,2025-09-15,2025-09,17.89,3,Closed,0,-321
L0042512,C034259,1,SME,1523965,28,17.05,B,2026-06-02,2026-06,1.59,1,Active,0,29408
L0042513,C034260,1,SME,2581358,27,20.61,C,2026-05-12,2026-05,3.81,1,Closed,0,58539
L0042514,C034261,1,Personal,442602,24,20.63,B,2025-01-21,2025-01,3.11,18,Active,0,47135
L0042515,C034262,1,BNPL,6912,3,26.52,B,2025-04-09,2025-04,34.01,3,Closed,0,-1398
L0042516,C034263,1,BNPL,28493,3,36.8,E,2026-04-15,2026-04,49.41,3,Active,0,489
L0042517,C034264,1,Personal,70498,20,20.63,B,2025-04-23,2025-04,39.24,15,Active,0,4131
L0042518,C034265,1,BNPL,11132,5,30.82,C,2025-02-06,2025-02,2.39,5,Closed,0,-626
L0042519,C034266,1,BNPL,11779,2,24.56,A,2025-03-22,2025-03,1.04,2,Closed,0,-521
L0042520,C034267,1,Personal,42326,16,24.25,C,2024-12-15,2024-12,3.79,7,Written-off,1,-26829
L0042521,C034268,1,Personal,159147,8,28.21,D,2026-01-20,2026-01,9.96,6,Active,0,9574
L0042522,C034269,1,BNPL,2978,2,33.75,D,2024-12-22,2024-12,4.2,2,Closed,0,-1347
L0042523,C034269,2,Personal,320765,19,28.8,D,2025-02-18,2025-02,3.6,9,Written-off,1,-158230
L0042524,C034270,1,BNPL,2000,4,36.39,E,2024-12-26,2024-12,3.43,4,Closed,1,-2190
L0042525,C034271,1,Personal,52032,15,27.82,D,2024-12-24,2024-12,37.5,15,Closed,0,3631
L0042526,C034271,2,Personal,137949,12,33.73,E,2026-02-01,2026-02,136.41,5,Active,0,12304
L0042527,C034271,3,BNPL,3011,3,33.44,D,2026-05-29,2026-05,25.78,2,Active,0,-30
L0042528,C034272,1,SME,1225130,23,22.69,D,2025-02-13,2025-02,1.89,17,Active,0,170673
L0042529,C034273,1,Personal,58624,10,23.57,C,2025-02-01,2025-02,2.25,10,Closed,0,2179
L0042530,C034274,1,Personal,58123,19,16.82,A,2026-02-20,2026-02,4.08,5,Active,0,941
L0042531,C034275,1,Personal,91529,16,15.41,A,2025-04-19,2025-04,0.51,2,Closed,0,1064
L0042532,C034276,1,Personal,475041,12,28.01,D,2025-09-04,2025-09,12.26,10,Active,0,43846
L0042533,C034277,1,Personal,212054,15,20.54,B,2025-06-27,2025-06,11.44,13,Active,0,14071
L0042534,C034277,2,BNPL,37167,4,27.19,B,2025-07-19,2025-07,4.86,4,Closed,0,1391
L0042535,C034278,1,Personal,224431,26,23.63,C,2025-01-03,2025-01,2.01,18,Active,0,30376
L0042536,C034279,1,Personal,59201,20,27.37,D,2024-08-25,2024-08,4.93,3,Closed,0,1562
L0042537,C034280,1,Personal,98110,15,27.25,D,2024-09-18,2024-09,28.95,15,Closed,0,9861
L0042538,C034281,1,Personal,148849,29,20.19,B,2025-04-26,2025-04,3.39,15,Active,0,12867
L0042539,C034282,1,BNPL,2914,4,32.39,D,2025-12-07,2025-12,0.93,4,Closed,0,-657
L0042540,C034282,2,BNPL,2675,3,32.7,D,2026-02-17,2026-02,2.18,3,Closed,0,-127
L0042541,C034282,3,SME,1837098,19,23.77,D,2026-03-16,2026-03,0.74,4,Active,0,96689
L0042542,C034283,1,Personal,227601,14,28.32,D,2025-01-18,2025-01,33.3,14,Closed,0,28039
L0042543,C034283,2,BNPL,11553,3,35.28,E,2026-03-18,2026-03,47.39,3,Closed,1,-4288
L0042544,C034284,1,BNPL,13797,4,23.68,A,2026-04-05,2026-04,29.94,3,Active,0,-1010
L0042545,C034285,1,Personal,114946,18,23.32,C,2025-05-14,2025-05,3.65,14,Active,0,10733
L0042546,C034286,1,Personal,123694,18,15.53,A,2024-10-13,2024-10,3.19,18,Closed,0,3418
L0042547,C034286,2,Personal,500000,15,16.02,A,2025-11-18,2025-11,5.62,8,Active,0,19563
L0042548,C034287,1,BNPL,17374,4,27.28,B,2025-02-26,2025-02,2.44,4,Closed,0,-449
L0042549,C034287,2,Personal,115448,18,20.28,B,2026-02-14,2026-02,5.1,5,Active,0,5138
L0042550,C034288,1,Personal,70765,8,18.86,B,2025-08-04,2025-08,15.97,6,Closed,0,1754
L0042551,C034289,1,Personal,330011,20,15.9,A,2025-04-26,2025-04,9.91,15,Active,0,16435
L0042552,C034290,1,BNPL,20838,4,30.25,C,2025-07-11,2025-07,7.04,4,Closed,0,637
L0042553,C034291,1,BNPL,30007,5,29.95,C,2025-10-19,2025-10,2.89,5,Closed,0,258
L0042554,C034292,1,Personal,216974,17,27.99,D,2024-09-10,2024-09,2.81,17,Closed,0,27601
L0042555,C034293,1,BNPL,15564,4,23.5,A,2025-08-10,2025-08,21.5,4,Closed,0,-188
L0042556,C034294,1,BNPL,39258,3,26.56,B,2026-01-14,2026-01,2.49,3,Closed,0,-736
L0042557,C034295,1,BNPL,2284,3,32.65,D,2026-02-19,2026-02,34.46,3,Closed,0,-1158
L0042558,C034296,1,Personal,35952,23,20.58,B,2025-03-31,2025-03,39.62,16,Active,0,896
L0042559,C034297,1,Personal,85066,31,20.87,B,2024-09-23,2024-09,4.54,12,Closed,0,7121
L0042560,C034298,1,BNPL,10629,4,33.28,D,2025-08-20,2025-08,4.82,4,Closed,0,-957
L0042561,C034299,1,BNPL,14485,3,24.43,A,2025-10-30,2025-10,2.04,3,Closed,0,-1142
L0042562,C034300,1,BNPL,16861,3,33.07,D,2024-12-20,2024-12,1.92,3,Closed,0,187
L0042563,C034301,1,BNPL,6963,4,30.73,C,2026-04-17,2026-04,2.51,3,Active,1,-3687
L0042564,C034302,1,BNPL,12884,2,33.17,D,2025-01-11,2025-01,18.41,2,Closed,0,-89
L0042565,C034302,2,Personal,151850,20,27.42,D,2025-06-26,2025-06,15.72,13,Active,0,22968
L0042566,C034302,3,Personal,78795,27,27.53,D,2026-05-13,2026-05,5.53,2,Active,0,3191
L0042567,C034303,1,Personal,74531,20,15.75,A,2025-07-16,2025-07,9.44,12,Active,0,2498
L0042568,C034304,1,BNPL,34463,1,30.41,C,2025-06-17,2025-06,3.79,1,Closed,0,80
L0042569,C034305,1,BNPL,8875,2,27.57,B,2025-09-08,2025-09,3.37,2,Closed,0,-1009
L0042570,C034305,2,BNPL,10587,3,27.07,B,2026-03-25,2026-03,6.57,3,Closed,0,-43
L0042571,C034306,1,BNPL,7286,5,29.99,C,2025-11-29,2025-11,42.44,5,Closed,0,-867
L0042572,C034307,1,Personal,200113,23,16.39,A,2025-01-07,2025-01,3.98,7,Written-off,1,-123071
L0042573,C034307,2,SME,874920,35,13.17,A,2026-01-03,2026-01,5.03,6,Active,0,21338
L0042574,C034308,1,SME,526063,30,20.42,C,2025-11-18,2025-11,6.68,8,Active,0,36199
L0042575,C034309,1,Personal,136529,14,20.73,B,2025-05-29,2025-05,6.01,14,Closed,0,8263
L0042576,C034310,1,Personal,68523,13,29.38,D,2025-04-21,2025-04,19.29,13,Closed,0,7352
L0042577,C034311,1,Personal,52561,14,19.49,B,2025-02-28,2025-02,4.74,3,Closed,0,1400
L0042578,C034312,1,Personal,208516,14,20.19,B,2025-11-10,2025-11,3.94,8,Active,0,11402
L0042579,C034312,2,SME,731530,14,17.01,B,2025-11-15,2025-11,1.45,8,Active,0,31314
L0042580,C034313,1,Personal,372082,8,28.03,D,2025-06-14,2025-06,98.32,8,Closed,0,27336
L0042581,C034314,1,Personal,92859,13,27.91,D,2025-10-24,2025-10,25.0,9,Active,0,7640
L0042582,C034315,1,SME,920573,27,14.8,A,2024-07-22,2024-07,13.81,24,Active,0,51403
L0042583,C034316,1,Personal,113949,19,15.73,A,2024-08-11,2024-08,4.29,19,Closed,0,4531
L0042584,C034317,1,SME,541859,27,25.4,E,2026-05-14,2026-05,33.49,2,Active,0,20157
L0042585,C034318,1,Personal,95412,17,32.19,E,2024-08-11,2024-08,5.82,17,Closed,1,-20638
L0042586,C034318,2,Personal,117037,15,32.1,E,2025-07-19,2025-07,2.62,12,Active,0,22010
L0042587,C034319,1,Personal,109507,21,15.5,A,2024-08-25,2024-08,25.61,21,Closed,0,4132
L0042588,C034320,1,Personal,33345,16,23.88,C,2025-02-03,2025-02,6.26,16,Closed,0,843
L0042589,C034321,1,Personal,246017,18,28.58,D,2026-05-19,2026-05,10.09,2,Active,0,9974
L0042590,C034322,1,Personal,30000,14,16.04,A,2024-12-28,2024-12,30.45,14,Closed,0,15
L0042591,C034322,2,SME,860345,34,13.7,A,2026-02-28,2026-02,13.41,5,Closed,0,21469
L0042592,C034323,1,SME,593294,28,23.53,D,2026-01-22,2026-01,122.04,6,Active,0,41282
L0042593,C034324,1,SME,1506767,16,20.01,C,2024-09-25,2024-09,1.8,16,Closed,0,108681
L0042594,C034325,1,SME,3966432,35,23.13,D,2026-02-09,2026-02,4.24,5,Active,0,246632
L0042595,C034325,2,Personal,222207,11,24.32,C,2026-06-11,2026-06,2.96,1,Active,0,5517
L0042596,C034326,1,Personal,99394,15,28.67,D,2024-10-30,2024-10,1.87,15,Closed,0,10002
L0042597,C034326,2,BNPL,25749,3,32.87,D,2024-11-25,2024-11,3.94,3,Closed,0,1016
L0042598,C034327,1,Personal,90393,20,27.18,D,2025-08-05,2025-08,12.98,11,Active,0,10266
L0042599,C034328,1,SME,513869,25,22.63,D,2025-12-08,2025-12,4.23,7,Active,0,37213
L0042600,C034328,2,BNPL,6872,3,32.09,D,2026-05-25,2026-05,3.88,2,Active,0,121
L0042601,C034329,1,Personal,229702,19,23.19,C,2025-02-01,2025-02,1.39,17,Active,0,25346
L0042602,C034330,1,BNPL,3365,4,29.91,C,2025-06-22,2025-06,1.84,4,Closed,0,-1785
L0042603,C034331,1,Personal,155882,16,32.52,E,2025-11-07,2025-11,2.81,8,Active,1,-63070
L0042604,C034332,1,Personal,99840,14,19.27,B,2025-01-11,2025-01,22.96,14,Closed,0,4710
L0042605,C034333,1,Personal,46156,22,20.32,B,2025-02-07,2025-02,2.66,17,Active,0,2470
L0042606,C034334,1,BNPL,9856,2,32.66,D,2026-02-14,2026-02,5.16,2,Closed,0,-1309
L0042607,C034335,1,SME,391643,35,19.93,C,2026-02-17,2026-02,48.83,5,Active,0,18049
L0042608,C034336,1,Personal,31392,22,20.73,B,2025-08-01,2025-08,9.32,11,Active,0,1493
L0042609,C034337,1,Personal,177289,17,23.13,C,2025-04-22,2025-04,1.91,15,Active,0,17281
L0042610,C034338,1,BNPL,3997,5,29.47,C,2025-09-17,2025-09,1.3,5,Closed,0,-704
L0042611,C034339,1,BNPL,26696,3,32.8,D,2024-07-28,2024-07,2.51,3,Closed,0,-649
L0042612,C034340,1,Personal,212033,15,27.04,D,2025-02-11,2025-02,2.12,15,Closed,1,-34872
L0042613,C034341,1,BNPL,18112,5,24.5,A,2026-03-10,2026-03,46.67,4,Active,0,-1093
L0042614,C034342,1,SME,2236601,33,19.86,C,2025-02-25,2025-02,0.91,9,Closed,0,163845
L0042615,C034343,1,SME,371175,24,19.76,C,2026-05-28,2026-05,2.69,2,Active,0,9678
L0042616,C034344,1,Personal,67273,33,24.29,C,2026-03-04,2026-03,3.37,4,Active,0,3389
L0042617,C034345,1,BNPL,14387,4,26.14,B,2025-05-16,2025-05,2.03,4,Closed,0,-470
L0042618,C034345,2,SME,540097,20,20.75,C,2025-09-03,2025-09,2.65,10,Active,0,41031
L0042619,C034345,3,BNPL,6538,3,27.0,B,2026-01-01,2026-01,1.49,3,Closed,0,-119
L0042620,C034346,1,Personal,33549,18,23.41,C,2025-02-17,2025-02,2.41,17,Active,0,1385
L0042621,C034347,1,Personal,55256,15,27.6,D,2025-12-17,2025-12,1.3,7,Active,0,2764
L0042622,C034348,1,Personal,76809,19,28.26,D,2024-07-12,2024-07,3.64,19,Closed,0,10470
L0042623,C034349,1,BNPL,6221,4,27.76,B,2025-10-01,2025-10,28.35,4,Closed,1,-3137
L0042624,C034350,1,Personal,89505,17,32.42,E,2024-09-15,2024-09,1.53,17,Closed,0,12193
L0042625,C034350,2,BNPL,4457,2,35.8,E,2025-09-06,2025-09,3.99,2,Closed,0,51
L0042626,C034351,1,SME,1346803,32,17.46,B,2024-12-12,2024-12,6.82,19,Active,0,122482
L0042627,C034352,1,Personal,75286,24,19.61,B,2025-12-07,2025-12,13.36,7,Active,0,3699
L0042628,C034353,1,BNPL,8222,5,27.72,B,2026-01-06,2026-01,4.44,5,Closed,1,-3981
L0042629,C034354,1,Personal,171140,31,19.83,B,2026-04-07,2026-04,2.3,3,Active,0,4686
L0042630,C034355,1,SME,1228138,26,16.45,B,2026-03-14,2026-03,8.39,4,Active,0,38314
L0042631,C034356,1,Personal,57682,17,24.34,C,2024-11-22,2024-11,1.92,17,Closed,0,4768
L0042632,C034357,1,Personal,53213,10,24.41,C,2025-01-25,2025-01,2.43,10,Closed,0,1616
L0042633,C034358,1,Personal,110333,22,20.65,B,2025-07-21,2025-07,1.17,12,Active,0,8373
L0042634,C034358,2,SME,582617,27,17.15,B,2025-11-07,2025-11,1.98,8,Active,0,29276
L0042635,C034359,1,SME,1280558,33,16.35,B,2025-10-10,2025-10,4.89,9,Active,0,62760
L0042636,C034360,1,Personal,147875,25,24.42,C,2025-11-10,2025-11,1.44,8,Active,0,12277
L0042637,C034361,1,Personal,56813,27,23.88,C,2026-03-04,2026-03,3.35,1,Closed,0,149
L0042638,C034361,2,SME,4020017,22,20.42,C,2026-06-11,2026-06,3.7,1,Active,0,90583
L0042639,C034362,1,Personal,119958,12,23.24,C,2024-07-16,2024-07,29.61,3,Closed,0,4488
L0042640,C034363,1,Personal,30000,16,15.26,A,2025-10-21,2025-10,10.19,9,Active,0,77
L0042641,C034364,1,Personal,144313,27,23.75,C,2025-11-14,2025-11,2.67,8,Active,0,11710
L0042642,C034365,1,Personal,256834,15,28.05,D,2025-02-18,2025-02,2.51,15,Closed,0,33121
L0042643,C034366,1,SME,817511,17,17.32,B,2024-12-02,2024-12,1.8,17,Closed,0,48237
L0042644,C034367,1,Personal,35317,18,30.72,E,2024-08-19,2024-08,5.89,14,Written-off,1,-10413
L0042645,C034368,1,BNPL,25967,2,24.41,A,2025-12-28,2025-12,9.15,2,Closed,0,-257
L0042646,C034369,1,Personal,63459,13,19.94,B,2026-01-08,2026-01,40.48,6,Active,0,1830
L0042647,C034370,1,Personal,58999,13,24.04,C,2026-03-07,2026-03,2.01,4,Active,0,2079
L0042648,C034371,1,SME,755424,16,16.75,B,2025-07-07,2025-07,1.38,12,Active,0,36655
L0042649,C034372,1,Personal,73920,15,20.05,B,2025-02-09,2025-02,3.01,11,Written-off,1,-32828
L0042650,C034372,2,Personal,36197,23,19.48,B,2026-06-14,2026-06,2.37,1,Active,0,709
L0042651,C034373,1,SME,360713,35,17.08,B,2026-06-20,2026-06,70.05,1,Active,0,6298
L0042652,C034374,1,SME,578059,25,17.02,B,2026-06-25,2026-06,2.93,1,Active,0,10644
L0042653,C034375,1,Personal,114339,19,27.89,D,2026-05-13,2026-05,16.92,2,Active,0,4392
L0042654,C034376,1,SME,465920,22,19.5,C,2025-08-02,2025-08,2.19,11,Active,0,33338
L0042655,C034376,2,BNPL,7663,5,28.48,C,2025-10-04,2025-10,7.66,5,Closed,1,-2453
L0042656,C034376,3,Personal,110383,15,23.82,C,2025-11-26,2025-11,4.63,8,Active,0,7875
L0042657,C034377,1,Personal,97431,14,20.19,B,2025-08-03,2025-08,2.39,11,Active,0,5254
L0042658,C034378,1,BNPL,3424,4,29.88,C,2025-02-07,2025-02,35.74,4,Closed,0,-927
L0042659,C034379,1,BNPL,50000,3,25.8,B,2024-12-14,2024-12,3.37,3,Closed,0,-793
L0042660,C034379,2,Personal,215789,24,19.54,B,2025-04-29,2025-04,5.14,15,Active,0,18227
L0042661,C034379,3,BNPL,16117,4,26.26,B,2026-02-14,2026-02,3.32,4,Closed,0,74
L0042662,C034380,1,BNPL,9508,5,29.64,C,2025-12-16,2025-12,2.0,5,Closed,0,-1492
L0042663,C034380,2,BNPL,9591,5,30.32,C,2026-06-12,2026-06,2.13,1,Active,0,124
L0042664,C034381,1,Personal,72698,26,22.88,C,2025-04-26,2025-04,1.44,15,Active,0,7684
L0042665,C034382,1,Personal,39524,23,27.67,D,2024-08-12,2024-08,1.96,5,Closed,0,2143
L0042666,C034383,1,SME,310566,23,23.68,D,2025-02-18,2025-02,3.85,17,Active,0,38416
L0042667,C034383,2,BNPL,4173,4,29.36,C,2025-08-16,2025-08,5.9,4,Closed,0,-135
L0042668,C034384,1,SME,322921,20,14.08,A,2026-04-25,2026-04,1.08,3,Active,0,6176
L0042669,C034385,1,BNPL,8567,3,26.41,B,2024-12-22,2024-12,14.68,3,Closed,0,-393
L0042670,C034386,1,SME,831412,33,19.59,C,2026-04-19,2026-04,8.72,3,Active,0,28134
L0042671,C034387,1,Personal,101516,27,15.36,A,2024-07-26,2024-07,1.98,24,Active,0,4060
L0042672,C034388,1,SME,1016120,24,19.74,C,2025-05-24,2025-05,34.17,14,Active,0,87948
L0042673,C034389,1,BNPL,50000,2,26.97,B,2025-05-10,2025-05,16.88,2,Closed,0,953
L0042674,C034390,1,SME,359589,22,23.15,D,2025-01-01,2025-01,3.57,18,Active,0,50968
L0042675,C034391,1,Personal,71147,15,28.14,D,2024-09-19,2024-09,4.35,5,Closed,0,4635
L0042676,C034391,2,SME,825394,35,22.29,D,2025-08-05,2025-08,11.63,11,Active,0,90506
L0042677,C034392,1,BNPL,50000,3,23.26,A,2024-09-02,2024-09,19.12,3,Closed,0,222
L0042678,C034393,1,Personal,167024,27,16.44,A,2025-11-14,2025-11,2.41,8,Active,0,6555
L0042679,C034394,1,SME,1395556,20,16.47,B,2026-02-27,2026-02,2.71,5,Active,0,47997
L0042680,C034395,1,Personal,64617,17,19.04,B,2024-09-10,2024-09,5.81,17,Closed,0,3087
L0042681,C034395,2,Personal,87984,14,23.85,C,2026-02-28,2026-02,5.79,5,Active,0,4721
L0042682,C034396,1,SME,1852657,21,14.65,A,2024-08-22,2024-08,4.17,4,Closed,0,46583
L0042683,C034397,1,BNPL,40728,3,33.15,D,2025-09-05,2025-09,3.02,3,Closed,0,-349
L0042684,C034398,1,SME,2072195,28,19.81,C,2024-07-02,2024-07,45.1,24,Active,0,247806
L0042685,C034398,2,BNPL,7935,5,29.91,C,2026-03-02,2026-03,37.19,4,Active,0,185
L0042686,C034399,1,BNPL,32494,4,27.25,B,2025-08-06,2025-08,10.46,4,Closed,0,90
L0042687,C034400,1,BNPL,5715,3,29.85,C,2026-06-30,2026-06,2.34,1,Active,0,-1269
L0042688,C034401,1,BNPL,11848,4,23.19,A,2026-03-10,2026-03,1.67,4,Closed,0,-734
L0042689,C034402,1,SME,1257293,36,19.4,C,2025-06-28,2025-06,3.78,13,Active,0,113607
L0042690,C034403,1,BNPL,10397,3,30.18,C,2026-06-17,2026-06,9.69,1,Active,0,-53
L0042691,C034404,1,BNPL,2830,4,26.62,B,2025-01-03,2025-01,2.68,4,Closed,0,-1957
L0042692,C034405,1,SME,374817,14,19.79,C,2025-08-07,2025-08,4.25,11,Active,0,21974
L0042693,C034405,2,BNPL,9872,2,29.76,C,2026-04-09,2026-04,0.92,2,Closed,0,47
L0042694,C034406,1,BNPL,7938,2,30.09,C,2025-04-05,2025-04,12.76,2,Closed,0,-141
L0042695,C034406,2,BNPL,23342,2,29.94,C,2026-05-07,2026-05,9.59,2,Active,0,521
L0042696,C034407,1,Personal,43644,15,19.95,B,2024-11-24,2024-11,43.05,15,Closed,0,1489
L0042697,C034407,2,BNPL,6067,5,26.6,B,2025-01-08,2025-01,59.36,5,Closed,0,-92
L0042698,C034407,3,Personal,101253,12,20.56,B,2026-03-22,2026-03,50.29,4,Active,0,3989
L0042699,C034408,1,SME,400941,22,23.34,D,2026-02-04,2026-02,2.3,5,Active,0,23385
L0042700,C034409,1,Personal,91231,17,20.51,B,2026-04-30,2026-04,2.52,3,Active,0,1846
L0042701,C034410,1,Personal,56040,19,24.33,C,2024-08-08,2024-08,2.82,19,Closed,0,4412
L0042702,C034411,1,BNPL,4462,4,29.61,C,2025-01-13,2025-01,8.3,4,Closed,0,-389
L0042703,C034412,1,Personal,34561,33,20.44,B,2025-04-17,2025-04,8.31,15,Active,0,2372
L0042704,C034413,1,SME,405179,27,17.66,B,2026-03-03,2026-03,3.29,4,Active,0,12741
L0042705,C034414,1,BNPL,10832,4,29.97,C,2024-08-27,2024-08,15.64,4,Closed,0,-268
L0042706,C034415,1,Personal,84418,28,24.19,C,2025-03-29,2025-03,26.11,16,Active,0,11418
L0042707,C034416,1,Personal,190157,16,19.18,B,2024-08-07,2024-08,2.08,16,Closed,0,11232
L0042708,C034416,2,SME,2369123,15,16.31,B,2025-09-17,2025-09,2.04,10,Active,0,103194
L0042709,C034416,3,Personal,80419,15,19.83,B,2026-04-13,2026-04,2.32,3,Active,0,2593
L0042710,C034417,1,Personal,103310,27,23.76,C,2026-06-27,2026-06,17.26,1,Active,0,2285
L0042711,C034418,1,BNPL,27137,3,36.38,E,2026-02-05,2026-02,2.2,3,Closed,1,-11078
L0042712,C034419,1,BNPL,50000,3,29.44,C,2025-05-30,2025-05,7.37,3,Closed,1,-18976
L0042713,C034420,1,BNPL,29820,3,27.1,B,2025-02-14,2025-02,2.84,3,Closed,0,-638
L0042714,C034420,2,BNPL,46800,4,27.56,B,2025-08-23,2025-08,2.46,4,Closed,0,901
L0042715,C034420,3,BNPL,8303,4,26.93,B,2025-09-16,2025-09,5.7,4,Closed,0,-86
L0042716,C034421,1,SME,282251,29,16.99,B,2024-08-01,2024-08,2.74,12,Closed,0,16283
L0042717,C034421,2,Personal,213149,19,21.09,B,2024-11-07,2024-11,1.13,19,Closed,0,20128
L0042718,C034422,1,SME,709483,17,18.78,C,2024-07-23,2024-07,4.6,17,Closed,0,46646
L0042719,C034423,1,SME,664524,23,22.29,D,2024-12-17,2024-12,5.17,11,Written-off,1,-376556
L0042720,C034424,1,Personal,117733,19,22.92,C,2025-09-07,2025-09,3.12,10,Active,0,8110
L0042721,C034425,1,BNPL,12847,2,26.86,B,2024-08-12,2024-08,4.99,2,Closed,0,-1352
L0042722,C034426,1,BNPL,3646,2,33.59,D,2024-11-09,2024-11,2.91,2,Closed,0,-1029
L0042723,C034427,1,Personal,94801,14,15.6,A,2025-03-08,2025-03,2.08,14,Closed,0,2231
L0042724,C034427,2,BNPL,8271,3,23.58,A,2026-05-13,2026-05,3.26,2,Active,0,-31
L0042725,C034428,1,Personal,116100,20,16.57,A,2025-04-23,2025-04,10.04,9,Closed,0,4480
L0042726,C034429,1,Personal,112339,23,15.74,A,2025-11-19,2025-11,1.91,8,Active,0,2294
L0042727,C034430,1,Personal,33480,12,24.43,C,2025-08-11,2025-08,12.0,11,Active,0,1429
L0042728,C034431,1,Personal,61588,16,31.96,E,2025-10-21,2025-10,54.39,7,Written-off,1,-35864
L0042729,C034432,1,BNPL,10493,1,24.0,A,2025-08-23,2025-08,17.38,1,Closed,0,-425
L0042730,C034433,1,BNPL,23051,3,26.71,B,2025-04-27,2025-04,7.89,3,Closed,0,30
L0042731,C034434,1,Personal,234719,15,23.69,C,2025-04-23,2025-04,16.07,15,Active,0,21963
L0042732,C034434,2,BNPL,30402,4,29.64,C,2026-06-14,2026-06,2.31,1,Active,0,550
L0042733,C034435,1,BNPL,9294,2,26.18,B,2024-09-17,2024-09,9.94,2,Closed,0,-150
L0042734,C034436,1,Personal,246066,20,27.34,D,2025-02-07,2025-02,2.38,17,Active,0,37136
L0042735,C034437,1,Personal,82078,18,31.86,E,2026-02-05,2026-02,3.83,5,Active,0,5829
L0042736,C034438,1,Personal,148502,16,23.56,C,2025-09-05,2025-09,3.88,10,Active,0,11418
L0042737,C034439,1,Personal,88099,29,23.65,C,2025-08-25,2025-08,55.37,11,Active,0,7695
L0042738,C034440,1,BNPL,16099,3,29.59,C,2025-01-08,2025-01,16.1,3,Closed,0,77
L0042739,C034440,2,Personal,124850,20,23.6,C,2026-06-04,2026-06,24.32,1,Active,0,3050
L0042740,C034441,1,Personal,65400,20,27.98,D,2025-04-08,2025-04,36.15,15,Active,0,9238
L0042741,C034442,1,SME,2588282,8,20.06,C,2024-07-18,2024-07,48.76,8,Closed,0,107349
L0042742,C034443,1,Personal,154002,15,28.45,D,2024-07-07,2024-07,32.09,15,Closed,0,18894
L0042743,C034444,1,Personal,163495,16,19.97,B,2025-01-26,2025-01,1.32,13,Closed,0,10114
L0042744,C034444,2,BNPL,13337,3,29.59,C,2025-06-09,2025-06,1.87,3,Closed,0,250
L0042745,C034445,1,Personal,84399,16,27.85,D,2026-02-07,2026-02,29.63,5,Active,0,5904
L0042746,C034446,1,BNPL,22779,3,27.79,B,2024-09-15,2024-09,2.79,3,Closed,0,-383
L0042747,C034447,1,BNPL,35703,5,23.64,A,2026-03-01,2026-03,9.81,4,Active,0,600
L0042748,C034448,1,Personal,99233,19,16.35,A,2025-05-09,2025-05,10.71,14,Active,0,4335
L0042749,C034448,2,BNPL,9249,4,24.16,A,2025-11-01,2025-11,30.62,4,Closed,0,-119
L0042750,C034449,1,Personal,309070,17,16.55,A,2025-06-22,2025-06,2.22,13,Active,0,14577
L0042751,C034450,1,Personal,38183,26,19.16,B,2026-02-04,2026-02,2.83,4,Closed,0,454
L0042752,C034451,1,SME,444522,29,20.45,C,2024-11-21,2024-11,5.12,20,Closed,0,52886
