customer_id,region_type,income_proxy_band,employment_type,age,first_time_borrower,credit_quality_indicator,acquisition_channel,cac
C030812,Rural,High,Salaried,20,1,B,Referral,484
C030813,Urban,Mid,Salaried,63,1,D,Digital ads,871
C030814,Urban,Low,Informal,24,0,D,Digital ads,1091
C030815,Semi-urban,Mid,Salaried,31,0,C,Referral,414
C030816,Semi-urban,Low,Self-employed,32,0,E,Referral,297
C030817,Urban,Mid,Salaried,40,0,C,Digital ads,1325
C030818,Semi-urban,Low,Informal,45,1,B,Digital ads,998
C030819,Semi-urban,Mid,Gig,24,0,C,DSA,1234
C030820,Semi-urban,Low,Gig,27,1,B,Organic,158
C030821,Urban,High,Self-employed,45,0,B,Partner-embedded,766
C030822,Rural,High,Self-employed,36,0,C,Digital ads,1129
C030823,Rural,Low,Salaried,39,1,C,Partner-embedded,516
C030824,Rural,High,Gig,58,0,A,Digital ads,1381
C030825,Urban,Mid,Gig,28,0,C,Partner-embedded,680
C030826,Rural,High,Informal,39,0,B,DSA,813
C030827,Urban,Low,Salaried,42,1,B,Digital ads,1086
C030828,Rural,Mid,Self-employed,54,0,C,Digital ads,1235
C030829,Rural,Mid,Gig,30,0,C,Partner-embedded,583
C030830,Semi-urban,Low,Self-employed,26,0,D,Digital ads,789
C030831,Rural,High,Gig,26,0,C,Referral,425
C030832,Semi-urban,Low,Self-employed,24,1,C,Digital ads,1346
C030833,Urban,Mid,Self-employed,20,1,A,Partner-embedded,728
C030834,Urban,Low,Salaried,58,0,C,Partner-embedded,555
C030835,Semi-urban,High,Gig,21,0,C,Digital ads,1250
C030836,Urban,Low,Self-employed,22,0,B,Referral,301
C030837,Urban,Mid,Salaried,26,1,B,Partner-embedded,723
C030838,Urban,Low,Gig,26,0,D,Referral,293
C030839,Rural,Mid,Gig,35,1,C,Partner-embedded,591
C030840,Rural,Low,Gig,23,1,E,Digital ads,1437
C030841,Semi-urban,Mid,Informal,25,0,C,DSA,1146
C030842,Semi-urban,Low,Gig,57,1,C,Referral,308
C030843,Semi-urban,Mid,Salaried,29,0,B,DSA,896
C030844,Semi-urban,Mid,Self-employed,33,1,C,Digital ads,1199
C030845,Semi-urban,High,Salaried,30,0,A,Partner-embedded,552
C030846,Semi-urban,Mid,Self-employed,37,1,B,DSA,795
C030847,Urban,Low,Self-employed,24,0,C,Partner-embedded,509
C030848,Semi-urban,Mid,Self-employed,29,0,A,DSA,890
C030849,Semi-urban,Low,Gig,32,1,E,Partner-embedded,465
C030850,Semi-urban,Low,Salaried,29,0,A,Digital ads,938
C030851,Urban,Low,Salaried,35,0,C,Digital ads,1459
C030852,Semi-urban,Mid,Salaried,43,0,C,DSA,1383
C030853,Semi-urban,High,Salaried,28,0,B,Digital ads,1066
C030854,Urban,Low,Self-employed,44,1,D,Partner-embedded,681
C030855,Urban,Mid,Informal,53,0,C,Partner-embedded,591
C030856,Urban,Low,Salaried,23,0,A,Referral,321
C030857,Urban,Low,Gig,42,1,D,DSA,1248
C030858,Urban,Mid,Salaried,23,1,B,Referral,279
C030859,Urban,Low,Salaried,28,0,C,Partner-embedded,663
C030860,Semi-urban,Mid,Informal,20,0,C,Partner-embedded,511
C030861,Semi-urban,Low,Gig,48,1,D,Digital ads,1504
C030862,Semi-urban,Mid,Salaried,27,0,B,Organic,146
C030863,Urban,Low,Gig,23,0,D,Digital ads,1139
C030864,Urban,High,Salaried,41,0,B,DSA,1238
C030865,Semi-urban,Mid,Salaried,43,0,C,Partner-embedded,592
C030866,Urban,Low,Self-employed,22,0,C,DSA,1075
C030867,Urban,Low,Self-employed,25,1,A,Digital ads,1007
C030868,Semi-urban,Mid,Salaried,30,1,B,Organic,165
C030869,Semi-urban,Mid,Salaried,38,0,B,Digital ads,1111
C030870,Semi-urban,Low,Salaried,35,1,C,Digital ads,1098
C030871,Urban,Mid,Self-employed,33,1,B,Digital ads,1191
C030872,Semi-urban,Mid,Gig,33,0,B,Digital ads,949
C030873,Semi-urban,Low,Self-employed,36,1,C,Referral,308
C030874,Urban,Mid,Salaried,39,1,C,DSA,852
C030875,Semi-urban,High,Self-employed,34,0,D,Partner-embedded,835
C030876,Urban,High,Informal,32,0,D,DSA,637
C030877,Semi-urban,Low,Informal,38,1,A,Partner-embedded,627
C030878,Urban,Mid,Gig,34,0,B,Partner-embedded,775
C030879,Urban,Mid,Salaried,22,1,C,Partner-embedded,677
C030880,Rural,Mid,Salaried,26,1,D,DSA,839
C030881,Urban,Low,Salaried,33,1,B,Organic,156
C030882,Semi-urban,Mid,Self-employed,28,1,C,Digital ads,1185
C030883,Rural,High,Informal,40,0,B,Digital ads,1260
C030884,Semi-urban,Mid,Gig,28,0,B,Organic,152
C030885,Semi-urban,High,Self-employed,46,0,D,DSA,1074
C030886,Urban,Mid,Gig,24,1,D,Digital ads,1028
C030887,Semi-urban,Mid,Salaried,31,0,C,Partner-embedded,556
C030888,Urban,High,Self-employed,37,0,E,Referral,237
C030889,Rural,Low,Salaried,33,0,C,Partner-embedded,630
C030890,Semi-urban,High,Gig,32,0,A,Partner-embedded,600
C030891,Semi-urban,Low,Gig,44,1,C,Partner-embedded,383
C030892,Urban,Mid,Gig,28,1,D,Organic,102
C030893,Semi-urban,Mid,Salaried,20,0,A,Digital ads,976
C030894,Semi-urban,Low,Self-employed,24,0,B,Digital ads,1304
C030895,Semi-urban,Mid,Self-employed,59,1,B,Digital ads,1170
C030896,Semi-urban,High,Gig,22,1,D,Partner-embedded,506
C030897,Semi-urban,Low,Gig,24,0,E,Digital ads,1207
C030898,Semi-urban,High,Salaried,23,0,A,Organic,141
C030899,Semi-urban,Mid,Self-employed,31,1,C,Digital ads,1290
C030900,Urban,Mid,Salaried,25,1,C,DSA,946
C030901,Rural,Low,Self-employed,23,0,E,Partner-embedded,660
C030902,Urban,Mid,Salaried,48,1,C,DSA,1104
C030903,Urban,Low,Salaried,23,0,B,DSA,1035
C030904,Urban,Low,Salaried,26,1,A,Referral,205
C030905,Semi-urban,Mid,Salaried,34,0,C,Partner-embedded,535
C030906,Urban,High,Salaried,39,0,A,Digital ads,798
C030907,Semi-urban,High,Self-employed,43,1,B,Referral,367
C030908,Urban,Low,Self-employed,36,0,D,Digital ads,1362
C030909,Rural,High,Salaried,40,1,C,Digital ads,1051
C030910,Rural,Mid,Self-employed,36,1,D,DSA,1175
C030911,Urban,Low,Gig,24,0,A,Partner-embedded,509
C030912,Urban,High,Self-employed,49,1,D,Digital ads,1358
C030913,Rural,Mid,Informal,30,1,E,Digital ads,1025
C030914,Urban,Low,Gig,40,0,B,Partner-embedded,502
C030915,Semi-urban,Mid,Gig,24,0,E,Referral,371
C030916,Semi-urban,High,Informal,25,0,D,DSA,978
C030917,Urban,Mid,Salaried,34,1,A,Referral,228
C030918,Urban,High,Salaried,35,0,B,Partner-embedded,718
C030919,Urban,High,Gig,44,0,B,DSA,1296
C030920,Rural,Mid,Salaried,42,1,E,Digital ads,1803
C030921,Rural,Mid,Salaried,43,0,B,Referral,395
C030922,Urban,Mid,Salaried,41,1,C,Referral,270
C030923,Rural,Mid,Gig,27,0,A,Digital ads,1018
C030924,Semi-urban,Low,Salaried,36,0,D,DSA,1183
C030925,Urban,Mid,Salaried,26,0,C,Digital ads,1142
C030926,Urban,Low,Salaried,49,0,E,Digital ads,1342
C030927,Rural,Mid,Salaried,39,0,D,Organic,182
C030928,Semi-urban,Low,Gig,26,0,D,Partner-embedded,527
C030929,Urban,Low,Gig,34,0,B,Referral,236
C030930,Rural,High,Self-employed,55,1,C,Digital ads,1143
C030931,Semi-urban,Low,Salaried,42,0,C,Digital ads,1357
C030932,Urban,Low,Gig,32,0,B,Organic,135
C030933,Semi-urban,Mid,Informal,41,1,C,Partner-embedded,493
C030934,Semi-urban,Low,Self-employed,21,0,C,DSA,1148
C030935,Urban,Mid,Gig,27,0,B,Partner-embedded,749
C030936,Semi-urban,Mid,Informal,26,1,D,Digital ads,1054
C030937,Rural,Low,Salaried,37,0,E,Digital ads,1104
C030938,Urban,Low,Self-employed,32,0,C,Organic,141
C030939,Rural,High,Self-employed,20,0,B,Digital ads,1395
C030940,Urban,Mid,Gig,48,0,A,Referral,314
C030941,Urban,Low,Salaried,21,0,A,Referral,346
C030942,Urban,Mid,Salaried,45,0,D,Digital ads,1303
C030943,Urban,Mid,Gig,34,0,B,Digital ads,1400
C030944,Semi-urban,Low,Gig,39,1,D,Digital ads,1170
C030945,Semi-urban,Mid,Gig,25,0,D,Digital ads,1115
C030946,Semi-urban,High,Gig,29,0,B,DSA,1458
C030947,Urban,Low,Self-employed,44,1,D,Partner-embedded,536
C030948,Semi-urban,High,Informal,36,0,C,Referral,301
C030949,Semi-urban,Low,Salaried,59,1,C,Digital ads,905
C030950,Semi-urban,Mid,Self-employed,23,1,B,DSA,861
C030951,Urban,Low,Informal,28,0,C,Digital ads,1065
C030952,Urban,Mid,Self-employed,28,0,D,Digital ads,1342
C030953,Semi-urban,Low,Salaried,24,0,D,Partner-embedded,593
C030954,Urban,Mid,Salaried,20,0,D,Digital ads,1303
C030955,Urban,High,Gig,28,1,A,Partner-embedded,470
C030956,Rural,Mid,Salaried,23,1,B,Digital ads,1839
C030957,Urban,Mid,Self-employed,31,1,D,Digital ads,1396
C030958,Urban,Low,Gig,37,0,E,Digital ads,1085
C030959,Urban,Mid,Self-employed,50,0,B,Referral,412
C030960,Semi-urban,Mid,Salaried,27,0,B,Partner-embedded,530
C030961,Semi-urban,Mid,Self-employed,50,0,B,DSA,827
C030962,Rural,Low,Informal,33,0,C,Digital ads,1025
C030963,Semi-urban,Low,Salaried,35,0,B,DSA,1152
C030964,Semi-urban,Low,Salaried,33,0,A,Referral,314
C030965,Semi-urban,Low,Self-employed,32,0,A,Digital ads,1333
C030966,Urban,Mid,Salaried,29,1,B,DSA,1058
C030967,Semi-urban,High,Salaried,23,0,C,Partner-embedded,477
C030968,Semi-urban,Mid,Gig,31,0,B,Organic,193
C030969,Urban,Low,Self-employed,27,0,B,Digital ads,1219
C030970,Urban,Mid,Salaried,38,0,B,Organic,117
C030971,Semi-urban,Low,Self-employed,25,0,C,Digital ads,1070
C030972,Semi-urban,Low,Salaried,30,0,D,DSA,1066
C030973,Urban,Mid,Salaried,43,0,D,Digital ads,1300
C030974,Rural,Mid,Salaried,36,0,D,Digital ads,873
C030975,Rural,High,Self-employed,30,0,B,Partner-embedded,536
C030976,Urban,High,Informal,25,0,C,Digital ads,908
C030977,Semi-urban,Mid,Salaried,27,0,B,Organic,174
C030978,Semi-urban,Mid,Self-employed,32,1,C,Digital ads,1229
C030979,Semi-urban,Mid,Self-employed,40,0,D,Digital ads,1089
C030980,Semi-urban,High,Salaried,24,0,B,Partner-embedded,508
C030981,Urban,High,Salaried,37,0,A,Organic,139
C030982,Rural,Mid,Gig,40,0,C,Referral,255
C030983,Urban,Mid,Gig,34,0,C,DSA,933
C030984,Urban,Low,Self-employed,28,0,A,DSA,1007
C030985,Rural,Low,Self-employed,23,0,D,Digital ads,1073
C030986,Semi-urban,High,Salaried,26,0,B,Digital ads,1757
C030987,Rural,Low,Informal,29,1,C,DSA,904
C030988,Semi-urban,Mid,Salaried,28,0,D,Digital ads,1389
C030989,Urban,Mid,Informal,32,1,A,DSA,949
C030990,Urban,Low,Salaried,34,0,C,DSA,1071
C030991,Rural,High,Gig,28,0,D,Partner-embedded,586
C030992,Urban,Mid,Gig,19,0,B,Digital ads,970
C030993,Semi-urban,Low,Self-employed,26,0,C,Referral,420
C030994,Semi-urban,Low,Gig,47,0,E,Partner-embedded,713
C030995,Semi-urban,Mid,Salaried,30,0,C,Referral,271
C030996,Urban,High,Gig,33,0,B,Organic,103
C030997,Semi-urban,Low,Informal,30,1,B,Partner-embedded,610
C030998,Urban,Low,Gig,31,0,D,Organic,136
C030999,Semi-urban,Low,Salaried,27,0,A,Referral,247
C031000,Semi-urban,Mid,Salaried,43,0,B,Digital ads,981
C031001,Semi-urban,Mid,Self-employed,30,1,E,Digital ads,1123
C031002,Urban,Low,Self-employed,40,0,B,Digital ads,1393
C031003,Urban,Mid,Salaried,30,0,C,Referral,231
C031004,Urban,Low,Self-employed,39,1,C,Partner-embedded,612
C031005,Urban,Mid,Salaried,39,0,D,Partner-embedded,556
C031006,Semi-urban,Mid,Informal,24,0,D,Digital ads,1184
C031007,Urban,Mid,Gig,37,1,C,Referral,249
C031008,Rural,Mid,Gig,24,0,C,Partner-embedded,798
C031009,Semi-urban,Mid,Salaried,48,0,A,DSA,1210
C031010,Urban,Low,Salaried,27,0,C,Referral,345
C031011,Urban,Mid,Informal,26,1,C,Partner-embedded,719
C031012,Urban,Low,Salaried,27,1,C,Partner-embedded,725
C031013,Rural,Mid,Informal,31,0,D,DSA,979
C031014,Semi-urban,Mid,Salaried,31,0,B,Partner-embedded,543
C031015,Urban,Low,Informal,52,1,A,Partner-embedded,580
C031016,Urban,Low,Salaried,27,1,C,Digital ads,1318
C031017,Semi-urban,Low,Gig,50,1,E,Partner-embedded,763
C031018,Semi-urban,High,Self-employed,48,0,C,Referral,228
C031019,Urban,High,Self-employed,22,0,B,DSA,676
C031020,Urban,Mid,Salaried,28,0,C,Partner-embedded,490
C031021,Urban,Mid,Salaried,43,1,A,Organic,205
C031022,Semi-urban,Mid,Salaried,32,1,E,Referral,302
C031023,Rural,Mid,Self-employed,24,0,B,Digital ads,1260
C031024,Urban,Mid,Self-employed,24,1,D,Digital ads,1218
C031025,Urban,Mid,Self-employed,50,1,B,Partner-embedded,368
C031026,Urban,Mid,Gig,24,1,B,Organic,155
C031027,Semi-urban,Mid,Gig,28,1,D,Referral,392
C031028,Semi-urban,Mid,Salaried,35,0,B,DSA,694
C031029,Urban,Mid,Gig,29,1,B,Referral,359
C031030,Rural,Low,Gig,21,0,D,DSA,1028
C031031,Rural,Low,Self-employed,45,0,C,Referral,257
C031032,Semi-urban,High,Salaried,37,0,A,Referral,248
C031033,Urban,Mid,Salaried,21,0,B,Digital ads,1480
C031034,Semi-urban,Low,Self-employed,35,1,B,Organic,127
C031035,Urban,High,Informal,50,0,B,DSA,1058
C031036,Rural,Mid,Salaried,28,0,D,Partner-embedded,450
C031037,Urban,High,Gig,21,1,B,Digital ads,1284
C031038,Urban,Low,Salaried,29,0,C,Digital ads,1252
C031039,Semi-urban,Low,Self-employed,28,0,C,Digital ads,1062
C031040,Rural,Low,Informal,24,1,E,DSA,1512
C031041,Urban,Low,Gig,40,1,C,Digital ads,1166
C031042,Urban,Low,Salaried,25,1,D,Partner-embedded,555
C031043,Rural,High,Gig,21,0,D,Partner-embedded,839
C031044,Semi-urban,Mid,Self-employed,32,0,C,Referral,377
C031045,Urban,High,Gig,30,0,A,Digital ads,936
C031046,Semi-urban,Low,Gig,41,0,C,DSA,796
C031047,Rural,Mid,Salaried,32,0,B,Partner-embedded,385
C031048,Semi-urban,High,Informal,40,0,C,Partner-embedded,670
C031049,Urban,Mid,Salaried,23,1,C,DSA,909
C031050,Rural,Mid,Self-employed,30,0,B,Digital ads,1250
C031051,Semi-urban,Mid,Salaried,50,0,C,Digital ads,1196
C031052,Rural,Mid,Salaried,26,1,D,Partner-embedded,829
C031053,Urban,High,Self-employed,37,1,C,DSA,958
C031054,Semi-urban,High,Self-employed,51,1,A,Partner-embedded,487
C031055,Urban,Low,Self-employed,29,0,C,Digital ads,751
C031056,Urban,Low,Salaried,22,0,B,Organic,174
C031057,Urban,Low,Self-employed,31,0,C,Referral,317
C031058,Rural,High,Salaried,35,1,D,DSA,1160
C031059,Semi-urban,Low,Gig,36,1,D,DSA,895
C031060,Semi-urban,Low,Salaried,37,0,B,Digital ads,1213
C031061,Rural,Mid,Salaried,26,0,C,Referral,371
C031062,Semi-urban,High,Salaried,25,0,A,Partner-embedded,780
C031063,Rural,High,Self-employed,20,0,C,Digital ads,1821
C031064,Urban,Mid,Informal,30,1,E,Partner-embedded,651
C031065,Urban,High,Self-employed,32,0,C,Partner-embedded,622
C031066,Semi-urban,Mid,Self-employed,46,0,B,Digital ads,1295
C031067,Urban,Mid,Salaried,24,0,C,Organic,141
C031068,Urban,Mid,Informal,29,0,B,Partner-embedded,701
C031069,Urban,Low,Self-employed,33,0,B,DSA,1361
C031070,Rural,Low,Informal,37,0,D,Digital ads,894
C031071,Urban,Low,Salaried,29,0,C,Digital ads,1509
C031072,Urban,Low,Salaried,22,0,A,Organic,181
C031073,Semi-urban,Low,Salaried,26,0,B,Referral,296
C031074,Semi-urban,Mid,Salaried,36,0,D,Digital ads,1186
C031075,Semi-urban,Mid,Gig,25,1,B,Referral,261
C031076,Urban,Mid,Salaried,21,1,B,DSA,1060
C031077,Urban,Low,Salaried,22,0,A,Referral,365
C031078,Semi-urban,Low,Self-employed,38,1,D,Digital ads,1289
C031079,Semi-urban,Mid,Informal,34,0,D,Partner-embedded,504
C031080,Semi-urban,Mid,Self-employed,41,1,B,Partner-embedded,641
C031081,Urban,Mid,Self-employed,54,0,B,DSA,994
C031082,Rural,Low,Gig,40,0,B,Digital ads,1385
C031083,Semi-urban,Low,Salaried,27,1,D,Organic,158
C031084,Semi-urban,Low,Salaried,25,0,E,DSA,971
C031085,Urban,Mid,Salaried,33,0,C,Digital ads,1093
C031086,Urban,Low,Self-employed,28,0,C,Digital ads,1535
C031087,Semi-urban,Low,Salaried,52,0,B,Partner-embedded,415
C031088,Urban,High,Gig,29,1,D,Partner-embedded,653
C031089,Semi-urban,Mid,Salaried,36,1,A,Partner-embedded,532
C031090,Urban,Mid,Self-employed,43,0,A,Digital ads,1026
C031091,Semi-urban,High,Salaried,20,0,A,DSA,901
C031092,Urban,Mid,Self-employed,60,0,B,Digital ads,1331
C031093,Semi-urban,Mid,Gig,46,1,C,Digital ads,1308
C031094,Urban,Low,Informal,21,0,C,Referral,273
C031095,Semi-urban,Low,Self-employed,30,0,C,DSA,573
C031096,Semi-urban,Mid,Gig,43,0,A,Digital ads,1352
C031097,Urban,Mid,Salaried,26,0,C,Digital ads,1406
C031098,Rural,Low,Salaried,34,0,C,DSA,687
C031099,Urban,High,Self-employed,48,1,C,Partner-embedded,546
C031100,Rural,Low,Self-employed,23,1,D,Organic,162
C031101,Rural,Low,Gig,30,0,E,Digital ads,1256
C031102,Urban,Low,Gig,28,0,E,Digital ads,1042
C031103,Urban,Low,Salaried,20,0,B,Organic,161
C031104,Urban,Mid,Salaried,28,1,B,Digital ads,902
C031105,Rural,High,Gig,40,0,B,Referral,329
C031106,Semi-urban,Mid,Self-employed,48,1,B,Partner-embedded,489
C031107,Urban,Mid,Salaried,37,1,A,Digital ads,1256
C031108,Urban,High,Self-employed,50,0,A,Organic,119
C031109,Urban,Mid,Salaried,32,0,C,Partner-embedded,793
C031110,Semi-urban,Mid,Salaried,39,0,A,DSA,1172
C031111,Urban,Mid,Informal,39,0,B,Digital ads,1428
C031112,Urban,Low,Self-employed,40,0,C,DSA,967
C031113,Semi-urban,Mid,Salaried,31,0,B,Organic,142
C031114,Semi-urban,Mid,Self-employed,26,0,A,Digital ads,1165
C031115,Semi-urban,Mid,Informal,24,0,C,Digital ads,972
C031116,Urban,High,Self-employed,25,1,D,Referral,359
C031117,Semi-urban,Low,Self-employed,33,1,E,DSA,1156
C031118,Urban,High,Salaried,21,0,B,Organic,119
C031119,Urban,Low,Salaried,32,0,B,Digital ads,1510
C031120,Semi-urban,Mid,Gig,26,0,B,Partner-embedded,564
C031121,Urban,High,Informal,35,0,A,Partner-embedded,617
C031122,Urban,Low,Salaried,34,0,C,Organic,208
C031123,Urban,Mid,Informal,24,0,B,DSA,649
C031124,Semi-urban,Mid,Salaried,28,0,B,Digital ads,1034
C031125,Urban,Mid,Gig,40,0,B,DSA,1336
C031126,Semi-urban,Mid,Salaried,21,0,A,Referral,292
C031127,Semi-urban,Low,Self-employed,19,0,E,Digital ads,1530
C031128,Semi-urban,Low,Salaried,32,0,D,Digital ads,1227
C031129,Semi-urban,Mid,Salaried,39,0,C,Partner-embedded,566
C031130,Urban,Mid,Informal,29,0,C,Organic,210
C031131,Semi-urban,Low,Salaried,26,1,C,Organic,174
C031132,Semi-urban,High,Self-employed,29,0,B,Organic,189
C031133,Urban,Mid,Salaried,59,0,C,Digital ads,1534
C031134,Rural,High,Salaried,43,1,D,Partner-embedded,385
C031135,Urban,Mid,Self-employed,33,0,C,Referral,269
C031136,Urban,Mid,Salaried,48,0,B,Referral,208
C031137,Semi-urban,Mid,Self-employed,26,0,D,Digital ads,1504
C031138,Semi-urban,Mid,Informal,37,0,E,Partner-embedded,598
C031139,Urban,Low,Salaried,42,0,B,Organic,155
C031140,Semi-urban,Mid,Self-employed,29,0,C,Partner-embedded,634
C031141,Semi-urban,Mid,Salaried,27,0,B,Partner-embedded,537
C031142,Rural,High,Informal,38,0,C,Digital ads,936
C031143,Semi-urban,Mid,Salaried,35,0,C,Partner-embedded,479
C031144,Urban,Mid,Salaried,22,0,D,Digital ads,1698
C031145,Semi-urban,Mid,Salaried,30,0,A,DSA,976
C031146,Urban,Mid,Gig,48,1,C,DSA,1096
C031147,Semi-urban,Mid,Salaried,32,0,B,DSA,1040
C031148,Urban,Low,Self-employed,28,0,C,Organic,214
C031149,Semi-urban,Mid,Gig,24,0,A,DSA,1388
C031150,Urban,Low,Gig,32,1,B,Digital ads,1708
C031151,Semi-urban,Low,Self-employed,43,1,C,Partner-embedded,647
C031152,Semi-urban,Low,Gig,19,1,C,Partner-embedded,593
C031153,Urban,Low,Salaried,34,0,D,Partner-embedded,467
C031154,Urban,Mid,Salaried,36,0,A,Digital ads,1065
C031155,Urban,High,Salaried,50,1,D,Digital ads,1162
C031156,Urban,High,Informal,63,0,B,Referral,246
C031157,Urban,Low,Self-employed,56,0,E,Partner-embedded,654
C031158,Semi-urban,High,Salaried,27,0,D,Digital ads,1256
C031159,Urban,Mid,Salaried,39,0,C,DSA,972
C031160,Rural,High,Salaried,45,0,A,Partner-embedded,676
C031161,Urban,Mid,Salaried,31,1,A,Digital ads,901
C031162,Urban,High,Salaried,38,1,B,Digital ads,1211
C031163,Semi-urban,Low,Self-employed,24,1,E,Digital ads,1473
C031164,Semi-urban,Low,Informal,38,0,D,Partner-embedded,587
C031165,Urban,Mid,Salaried,24,0,C,Organic,135
C031166,Semi-urban,Low,Salaried,25,0,D,Referral,420
C031167,Urban,Mid,Salaried,47,1,A,Partner-embedded,515
C031168,Urban,Mid,Self-employed,25,1,C,Organic,128
C031169,Urban,Mid,Salaried,24,1,C,Digital ads,1292
C031170,Semi-urban,Mid,Salaried,36,0,C,Digital ads,1370
C031171,Urban,High,Self-employed,21,1,A,Partner-embedded,666
C031172,Rural,Low,Self-employed,29,0,D,Digital ads,1951
C031173,Urban,Mid,Informal,42,1,D,Digital ads,1212
C031174,Urban,Mid,Salaried,37,1,D,Digital ads,1158
C031175,Semi-urban,High,Informal,25,0,E,Digital ads,1306
C031176,Urban,Mid,Informal,32,0,D,DSA,986
C031177,Semi-urban,High,Self-employed,35,1,C,Digital ads,1925
C031178,Urban,Low,Informal,44,0,C,Referral,248
C031179,Urban,High,Informal,24,0,C,Digital ads,1345
C031180,Semi-urban,Mid,Self-employed,37,0,C,Digital ads,1043
C031181,Urban,Mid,Self-employed,24,0,D,Digital ads,997
C031182,Semi-urban,Low,Salaried,53,1,C,Digital ads,1168
C031183,Rural,Low,Informal,25,1,E,Partner-embedded,532
C031184,Rural,High,Salaried,34,0,A,DSA,943
C031185,Urban,High,Salaried,28,0,A,DSA,1377
C031186,Urban,Mid,Self-employed,29,0,A,Partner-embedded,527
C031187,Semi-urban,Mid,Gig,34,0,B,Referral,362
C031188,Rural,Mid,Self-employed,40,1,D,DSA,616
C031189,Urban,Low,Salaried,20,1,C,Partner-embedded,770
C031190,Urban,Low,Salaried,22,0,B,DSA,598
C031191,Semi-urban,High,Salaried,33,0,A,Partner-embedded,672
C031192,Semi-urban,Low,Self-employed,37,1,A,Referral,403
C031193,Semi-urban,Mid,Self-employed,27,0,B,Digital ads,1252
C031194,Rural,Low,Gig,30,0,B,Partner-embedded,572
C031195,Semi-urban,Mid,Informal,35,0,D,Digital ads,1147
C031196,Semi-urban,Mid,Informal,42,1,B,Partner-embedded,566
C031197,Urban,Mid,Gig,27,1,B,Digital ads,1038
C031198,Semi-urban,Mid,Self-employed,33,1,B,Digital ads,990
C031199,Rural,Low,Salaried,27,0,C,Partner-embedded,764
C031200,Urban,Mid,Salaried,33,0,A,Digital ads,988
C031201,Semi-urban,Low,Gig,29,0,B,Organic,176
C031202,Semi-urban,Mid,Gig,26,0,C,Digital ads,1116
C031203,Semi-urban,High,Self-employed,20,1,B,Partner-embedded,457
C031204,Semi-urban,High,Salaried,30,1,B,Partner-embedded,615
C031205,Semi-urban,Low,Self-employed,30,0,B,DSA,1089
C031206,Rural,Low,Salaried,26,0,D,Digital ads,1247
C031207,Semi-urban,High,Salaried,28,0,A,Partner-embedded,837
C031208,Semi-urban,Mid,Self-employed,20,0,C,DSA,868
C031209,Semi-urban,Mid,Gig,18,1,A,Partner-embedded,698
C031210,Semi-urban,Mid,Gig,19,0,C,Digital ads,1325
C031211,Urban,Mid,Salaried,33,1,C,Digital ads,1054
C031212,Urban,Mid,Salaried,34,0,B,DSA,1001
C031213,Urban,Low,Gig,22,0,E,Digital ads,1306
C031214,Semi-urban,Low,Salaried,21,1,D,Referral,256
C031215,Semi-urban,Mid,Salaried,20,0,B,Partner-embedded,642
C031216,Urban,High,Salaried,33,0,A,Partner-embedded,407
C031217,Semi-urban,Mid,Salaried,42,0,C,Partner-embedded,572
C031218,Semi-urban,Mid,Self-employed,19,1,D,Partner-embedded,573
C031219,Urban,Mid,Gig,27,1,C,Referral,236
C031220,Urban,Low,Informal,50,0,C,Digital ads,1256
C031221,Rural,Mid,Salaried,25,1,A,Digital ads,769
C031222,Urban,Low,Gig,26,0,D,Partner-embedded,549
C031223,Urban,Mid,Salaried,38,0,A,Organic,144
C031224,Urban,Low,Salaried,31,0,A,Digital ads,882
C031225,Rural,Low,Gig,42,1,C,Partner-embedded,683
C031226,Urban,High,Self-employed,36,0,D,DSA,1091
C031227,Semi-urban,Mid,Self-employed,52,0,C,DSA,1486
C031228,Semi-urban,Mid,Salaried,32,0,A,Referral,293
C031229,Urban,Low,Salaried,28,0,C,DSA,921
C031230,Semi-urban,Low,Salaried,45,0,D,DSA,826
C031231,Semi-urban,High,Self-employed,30,0,A,Referral,286
C031232,Urban,Low,Salaried,37,0,A,Referral,326
C031233,Rural,Low,Self-employed,21,1,E,DSA,745
C031234,Urban,Low,Self-employed,32,0,E,Digital ads,1620
C031235,Urban,Mid,Gig,50,0,C,Partner-embedded,794
C031236,Semi-urban,Mid,Gig,19,0,B,Digital ads,1204
C031237,Urban,Mid,Salaried,21,0,A,Digital ads,1568
C031238,Urban,High,Gig,26,1,A,Partner-embedded,488
C031239,Semi-urban,Low,Gig,41,0,D,Organic,172
C031240,Urban,Low,Salaried,39,0,D,Partner-embedded,504
C031241,Urban,High,Informal,19,1,B,DSA,748
C031242,Semi-urban,Mid,Salaried,32,0,B,DSA,1546
C031243,Semi-urban,High,Salaried,31,0,A,Digital ads,1419
C031244,Urban,Mid,Gig,28,0,A,Digital ads,1081
C031245,Urban,Mid,Salaried,34,0,B,Partner-embedded,634
C031246,Semi-urban,Mid,Self-employed,29,1,C,Partner-embedded,548
C031247,Urban,High,Gig,34,0,C,Digital ads,1194
C031248,Semi-urban,High,Salaried,35,0,B,Partner-embedded,646
C031249,Rural,Low,Self-employed,35,0,B,Digital ads,1300
C031250,Semi-urban,High,Salaried,40,1,C,Partner-embedded,543
C031251,Urban,Low,Salaried,22,0,C,Referral,335
C031252,Urban,High,Self-employed,30,0,A,Referral,243
C031253,Semi-urban,Low,Self-employed,34,0,D,Digital ads,1101
